ID,ElevationIV,SLPangleIV,ProflieCVTIV,RoadDISTIV,LINEDISTIV,RSMTIV,LanduseIV,TopographyIV,NDVIIV,Class
226376,0.254,0.0856,0.0367,0.1801,0.5719,0.000932773,0.3149,0.095,0.2815,nonelandslide
227742,0.0254,0.0856,0.0682,0.2612,0.0041,0.0005,0.3149,0.095,0.5389,nonelandslide
229272,2.0808,0.0543,0.0367,0.1077,0.1484,0.0174,0.3149,0.095,0.0079,nonelandslide
230965,2.0808,0.0543,0.0682,0.2612,0.0041,0.0174,0.0183,0.095,0.1678,nonelandslide
234630,0.254,0.0543,0.0367,0.0032,0.0041,0.000932773,0.3149,0.095,0.0873,nonelandslide
234790,2.0808,0.0543,0.0367,0.0362,0.1484,0.0174,0.3149,0.095,0.0079,nonelandslide
236221,2.0808,0.0856,0.0367,0.2612,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
237907,0.254,0.0856,0.0367,0.0362,0.5719,0.000932773,0.3193,0.095,0.0873,nonelandslide
239762,2.0808,0.0543,0.0367,0.1801,0.5719,0.0417,0.3149,0.095,0.5389,nonelandslide
241218,0.254,0.0002,0.0367,0.1801,0.5719,0.2263,0.3149,0.095,0.1678,nonelandslide
241843,0.254,0.0856,0.0367,0.0362,0.1484,0.0174,0.3149,0.2153,0.006,nonelandslide
242455,2.0808,0.0856,0.0367,0.1077,0.1484,0.0005,0.3149,0.095,0.006,nonelandslide
243120,0.0254,0.0543,0.0367,0.1801,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
243043,2.0808,0.0354,0.0367,0.0032,0.5719,0.0174,0.3149,0.095,0.006,nonelandslide
244225,2.0808,0.0543,0.0682,0.0032,0.0041,0.000932773,0.3149,0.095,0.006,nonelandslide
245753,2.0808,0.0856,0.0367,2.3333,0.1484,0.0005,0.3149,0.095,0.5389,nonelandslide
246671,0.0254,0.0002,0.0367,0.0032,0.5719,0.000932773,0.3149,0.095,0.0873,nonelandslide
247145,2.0808,0.0543,0.0682,0.1077,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
255105,2.0808,0.0002,0.0367,2.3333,0.1484,0.0174,0.3149,0.095,0.0873,nonelandslide
258374,2.0808,0.0543,0.0367,0.2612,0.1484,0.0005,0.3149,0.095,0.5389,nonelandslide
260423,2.0808,0.0543,0.0682,0.2612,0.5719,0.2263,0.3149,0.095,0.0079,nonelandslide
262631,0.0254,0.0002,0.0682,0.0362,0.5719,0.000932773,0.3149,0.095,0.1678,nonelandslide
265925,0.0254,0.0543,0.0367,0.2612,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
262811,2.0808,0.0543,0.0682,2.3333,0.0041,0.0174,0.3149,0.095,0.2815,nonelandslide
263190,0.254,0.0002,0.0682,0.0032,0.0041,0.000932773,0.3149,0.095,0.5389,nonelandslide
263591,2.0808,0.0543,0.0367,0.2612,0.009,0.2263,0.3149,0.095,0.5389,nonelandslide
268138,0.254,0.0002,0.0682,0.0362,0.0041,0.000932773,0.3149,0.095,0.5389,nonelandslide
266462,2.0808,0.0002,0.0682,0.2612,0.5719,0.2263,0.3149,0.095,0.0079,nonelandslide
267993,2.0808,0.0543,0.0682,0.1801,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
273625,0.254,0.0002,0.0367,0.1801,0.5719,0.000932773,0.3193,0.095,0.1678,nonelandslide
273760,2.0808,0.0543,0.0682,0.2612,0.009,0.0005,0.3149,0.095,0.0079,nonelandslide
275427,2.0808,0.0002,0.0367,2.3333,0.009,0.0174,0.3149,0.095,0.5389,nonelandslide
279198,0.254,0.0856,0.0682,0.2612,0.009,0.0174,0.0183,0.095,0.006,nonelandslide
279085,2.0808,0.0856,0.0367,0.2612,0.5719,0.2263,0.3149,0.095,0.006,nonelandslide
282480,0.254,0.0856,0.0682,0.1801,0.1484,0.0174,0.0183,0.2153,0.1678,nonelandslide
279754,0.254,0.0856,0.0682,0.0362,0.009,0.0174,0.3193,0.095,0.1678,nonelandslide
280213,0.254,0.0543,0.0367,0.0032,0.5719,0.000932773,0.1381,0.095,0.2815,nonelandslide
280967,2.0808,0.0543,0.0682,0.0032,0.009,0.0174,0.3149,0.095,0.1678,nonelandslide
281491,2.0808,0.0543,0.0367,0.2612,0.5719,0.0417,0.3149,0.095,0.5389,nonelandslide
281500,2.0808,0.0002,0.0367,0.2612,0.5719,0.0174,0.3149,0.095,0.5389,nonelandslide
281858,0.254,0.0856,0.0367,0.1801,0.5719,0.000932773,0.3149,0.095,0.1678,nonelandslide
282397,0.254,0.0856,0.0682,0.0032,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
282555,2.0808,0.0856,0.0682,0.1077,0.1484,0.0174,0.3149,0.095,0.0079,nonelandslide
282562,2.0808,0.0002,0.0367,2.3333,0.1484,0.0174,0.3149,0.095,0.0079,nonelandslide
283590,0.254,0.0856,0.0367,0.1801,0.009,0.0174,0.3149,0.095,0.0079,nonelandslide
284147,0.254,0.0856,0.0682,0.0032,0.0041,0.0174,0.3149,0.095,0.1678,nonelandslide
287450,0.254,0.0002,0.0367,0.1801,0.009,0.0174,0.3149,0.095,0.5389,nonelandslide
286979,2.0808,0.0543,0.0367,0.1077,0.5719,0.0417,0.3149,0.095,0.5389,nonelandslide
287958,0.254,0.0002,0.0682,0.0362,0.009,0.0417,0.3193,0.2153,0.006,nonelandslide
289087,2.0808,0.0856,0.0367,0.0362,0.009,0.0174,0.3149,0.095,0.1678,nonelandslide
288518,0.254,0.0002,0.0682,0.0032,0.1484,0.0417,0.3149,0.2153,0.1678,nonelandslide
289102,0.0254,0.0002,0.0367,0.0032,0.009,0.0174,0.3149,0.095,0.2815,nonelandslide
295120,0.0254,0.0002,0.0367,0.0032,0.009,0.0174,0.0183,0.095,0.0873,nonelandslide
292929,2.0808,0.0543,0.0367,0.1801,0.009,0.0174,0.3149,0.095,0.5389,nonelandslide
292473,2.0808,0.0002,0.0367,0.1077,0.5719,0.0174,0.3149,0.095,0.006,nonelandslide
293463,0.254,0.0856,0.0682,0.1801,0.1484,0.0174,0.0183,0.2153,0.5389,nonelandslide
294082,0.0254,0.0856,0.0682,2.3333,0.1484,0.0174,0.3149,0.095,0.006,nonelandslide
293583,2.0808,0.0543,0.0367,0.2612,0.009,0.0174,0.3149,0.095,0.1678,nonelandslide
296256,2.0808,0.0856,0.0682,0.1077,0.1484,0.0005,0.3149,0.095,0.5389,nonelandslide
296278,2.0808,0.0856,0.0682,2.3333,0.1484,0.0174,0.3193,0.095,0.1678,nonelandslide
299617,2.0808,0.0543,0.0682,2.3333,0.009,0.0174,0.3149,0.095,0.1678,nonelandslide
298872,0.254,0.0856,0.0682,0.0032,0.5719,0.2263,0.3149,0.095,0.0873,nonelandslide
298461,2.0808,0.0543,0.0367,2.3333,0.009,0.0005,0.3149,0.095,0.0079,nonelandslide
299055,2.0808,0.0543,0.0367,2.3333,0.5719,0.0417,0.3149,0.095,0.0079,nonelandslide
303471,2.0808,0.0543,0.0682,0.1077,0.1484,0.000932773,0.3149,0.095,0.5389,nonelandslide
302187,0.254,0.0002,0.0682,0.2612,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
302297,2.0808,0.0002,0.0367,0.1077,0.1484,0.0005,0.3149,0.095,0.0079,nonelandslide
302304,2.0808,0.0002,0.0682,2.3333,0.009,0.0005,0.0183,0.095,0.006,nonelandslide
303399,2.0808,0.0856,0.0367,0.1077,0.009,0.0005,0.0183,0.095,0.006,nonelandslide
303411,2.0808,0.0002,0.0367,2.3333,0.1484,0.0005,0.3149,0.095,0.5389,nonelandslide
304346,0.0254,0.0856,0.0367,0.1077,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
305465,0.254,0.0856,0.0367,0.2612,0.0041,0.2263,0.3149,0.095,0.5389,nonelandslide
307652,0.0254,0.0856,0.0367,0.2612,0.009,0.2263,0.3149,0.095,0.5389,nonelandslide
307300,2.0808,0.0856,0.0367,2.3333,0.009,0.0174,0.3149,0.095,0.006,nonelandslide
307664,0.254,0.0856,0.0682,0.2612,0.009,0.2263,0.3149,0.095,0.006,nonelandslide
307737,0.254,0.0856,0.0367,0.0032,0.009,0.0417,0.3149,0.2153,0.5389,nonelandslide
308748,2.0808,0.0856,0.0682,0.1077,0.0041,0.2263,0.3149,0.095,0.5389,nonelandslide
312741,2.0808,0.0354,0.0682,2.3333,0.009,0.0005,0.3149,0.095,0.5389,nonelandslide
312452,2.0808,0.0856,0.0367,2.3333,0.0041,0.2263,0.3149,0.095,0.0079,nonelandslide
318210,0.0254,0.0856,0.0682,0.2612,0.009,0.0174,0.3149,0.095,0.5389,nonelandslide
319172,2.0808,0.0856,0.0682,2.3333,0.0041,0.2263,0.3149,0.095,0.0079,nonelandslide
323599,0.254,0.0543,0.0367,0.0032,0.009,0.2263,0.3149,0.095,0.2815,nonelandslide
327060,2.0808,0.0856,0.0682,2.3333,0.009,0.0174,0.3149,0.095,0.0079,nonelandslide
329659,0.254,0.0856,0.0367,0.1801,0.1484,0.000932773,0.3149,0.2153,0.006,nonelandslide
330777,0.254,0.0856,0.0367,0.0362,0.009,0.0417,0.3149,0.2153,0.0079,nonelandslide
332021,2.0808,0.0543,0.0367,2.3333,0.1484,0.000932773,0.0183,0.095,0.1678,nonelandslide
332526,2.0808,0.0856,0.0367,0.2612,0.009,0.0174,0.3149,0.095,0.1678,nonelandslide
332998,0.254,0.0002,0.0682,0.1801,0.009,0.0417,0.3193,0.2153,0.006,nonelandslide
336026,2.0808,0.0002,0.0367,0.2612,0.009,0.2263,0.3149,0.095,0.5389,nonelandslide
335858,2.0808,0.0543,0.0367,2.3333,0.1484,0.000932773,0.0183,0.095,0.1678,nonelandslide
338977,0.254,0.0543,0.0367,0.0362,0.0041,0.2263,0.3149,0.095,0.5389,nonelandslide
339974,2.0808,0.0002,0.0682,2.3333,0.5719,0.2263,0.3149,0.095,0.0873,nonelandslide
341318,2.0808,0.0856,0.0682,0.2612,0.009,0.0005,0.3149,0.095,0.5389,nonelandslide
341541,2.0808,0.0002,0.0682,2.3333,0.009,0.2263,0.3149,0.095,0.0079,nonelandslide
342251,0.254,0.0856,0.0367,0.1077,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
344991,2.0808,0.0543,0.0682,0.2612,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
345477,2.0808,0.0543,0.0367,2.3333,0.5719,0.2263,0.3149,0.095,0.1678,nonelandslide
346473,2.0808,0.0002,0.0367,0.1077,0.009,0.2263,0.3149,0.095,0.5389,nonelandslide
346123,0.254,0.0543,0.0682,0.0362,0.009,0.2263,0.3149,0.095,0.5389,nonelandslide
347926,2.0808,0.0856,0.0367,0.2612,0.1484,0.0417,0.3149,0.095,0.5389,nonelandslide
349356,2.0808,0.0856,0.0682,2.3333,0.5719,0.2263,0.3149,0.095,0.0079,nonelandslide
348754,2.0808,0.0856,0.0367,2.3333,0.5719,0.2263,0.3149,0.3967,0.0873,nonelandslide
348773,2.0808,0.0002,0.0367,2.3333,0.5719,0.2263,0.3149,0.095,0.2815,nonelandslide
349890,2.0808,0.0543,0.0367,2.3333,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
350413,2.0808,0.0002,0.0682,2.3333,0.5719,0.2263,0.3149,0.3967,0.0873,nonelandslide
351026,0.254,0.0856,0.0682,0.2612,0.5719,0.2263,0.3193,0.095,0.1678,nonelandslide
352105,2.0808,0.0856,0.0367,0.1077,0.5719,0.2263,0.3149,0.095,0.006,nonelandslide
353078,2.0808,0.0002,0.0367,2.3333,0.5719,0.2263,0.3149,0.095,0.0873,nonelandslide
355658,2.0808,0.0543,0.0682,2.3333,0.5719,0.000932773,0.3149,0.095,0.1678,nonelandslide
355770,0.254,0.0543,0.0367,0.0362,0.009,0.0174,0.3149,0.095,0.006,nonelandslide
354718,2.0808,0.0543,0.0682,2.3333,0.5719,0.2263,0.3149,0.095,0.0873,nonelandslide
355442,0.254,0.0856,0.0682,0.0032,0.0041,0.2263,0.3193,0.095,0.1678,nonelandslide
355947,2.0808,0.0856,0.0367,0.2612,0.5719,0.2263,0.3149,0.095,0.0079,nonelandslide
357843,2.0808,0.0002,0.0682,2.3333,0.0041,0.000932773,0.3149,0.095,0.2815,nonelandslide
358535,0.0254,0.0856,0.0682,0.2612,0.1484,0.2263,0.3149,0.095,0.1678,nonelandslide
358903,2.0808,0.0002,0.0367,0.2612,0.009,0.0417,0.3149,0.095,0.006,nonelandslide
360381,0.254,0.0856,0.0682,0.0362,0.5719,0.2263,0.3149,0.095,0.0079,nonelandslide
360751,2.0808,0.0002,0.0367,2.3333,0.0041,0.2263,0.3149,0.095,0.5389,nonelandslide
360926,0.254,0.0856,0.0367,0.0362,0.5719,0.2263,0.3149,0.095,0.0079,nonelandslide
360878,2.0808,0.0002,0.0367,0.1077,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
368023,2.0808,0.0543,0.0367,0.2612,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
364754,2.0808,0.0002,0.0367,0.0362,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
366919,2.0808,0.0002,0.0682,0.2612,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
370225,2.0808,0.0856,0.0682,0.0362,0.5719,0.2263,0.3149,0.095,0.1678,nonelandslide
372043,2.0808,0.0002,0.0367,0.2612,0.009,0.0005,0.3149,0.095,0.1678,nonelandslide
374304,2.0808,0.0002,0.0367,0.2612,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
375837,2.0808,0.0543,0.0682,0.2612,0.009,0.0174,0.0183,0.095,0.006,nonelandslide
377534,2.0808,0.0543,0.0682,0.0362,0.009,0.0005,0.3149,0.095,0.5389,nonelandslide
377902,2.0808,0.0856,0.0367,0.2612,0.5719,0.2263,0.0183,0.095,0.006,nonelandslide
381190,2.0808,0.0856,0.0367,0.1077,0.5719,0.2263,0.0183,0.3967,0.006,nonelandslide
381357,2.0808,0.0002,0.0367,0.2612,0.009,0.0005,0.3149,0.095,0.5389,nonelandslide
382444,2.0808,0.0002,0.0367,0.2612,0.1484,0.0005,0.3149,0.095,0.0079,nonelandslide
382830,2.0808,0.0856,0.0367,2.3333,0.5719,0.2263,0.3149,0.3967,0.0079,nonelandslide
385242,0.254,0.0856,0.0682,0.0362,0.1484,0.0417,0.3149,0.095,0.006,nonelandslide
383560,2.0808,0.0856,0.0367,0.2612,0.009,0.0005,0.3149,0.095,0.006,nonelandslide
385299,2.0808,0.0856,0.0367,2.3333,0.5719,0.000932773,0.3149,0.095,0.006,nonelandslide
387391,2.0808,0.0002,0.0367,2.3333,0.1484,0.0005,0.0183,0.095,0.006,nonelandslide
389494,2.0808,0.0856,0.0682,0.2612,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
392338,0.254,0.0002,0.0367,0.1077,0.009,0.0005,0.3149,0.095,0.5389,nonelandslide
391332,2.0808,0.0002,0.0682,2.3333,0.0041,0.000932773,0.3149,0.095,0.0079,nonelandslide
393905,0.254,0.0856,0.0682,0.1077,0.009,0.2263,0.3149,0.2153,0.006,nonelandslide
396817,2.0808,0.0002,0.0367,2.3333,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
396827,2.0808,0.0856,0.0682,2.3333,0.5719,0.000932773,0.3149,0.095,0.1678,nonelandslide
397310,0.0254,0.0002,0.0682,0.0032,0.1484,0.0174,0.3193,0.095,0.0079,nonelandslide
398294,0.254,0.0856,0.0367,0.1077,0.0041,0.000932773,0.3149,0.2153,0.5389,nonelandslide
403777,0.254,0.0856,0.0682,2.3333,0.0041,0.000932773,0.3149,0.095,0.5389,nonelandslide
404297,2.0808,0.0002,0.0682,2.3333,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
399547,2.0808,0.0856,0.0367,2.3333,0.1484,0.000932773,0.3149,0.095,0.5389,nonelandslide
405045,2.0808,0.0856,0.0682,2.3333,0.009,0.000932773,0.0183,0.095,0.006,nonelandslide
409815,0.254,0.0856,0.0367,2.3333,0.009,0.000932773,0.3149,0.095,0.0079,nonelandslide
418536,2.0808,0.0002,0.0682,0.1077,0.5719,0.2263,0.3149,0.095,0.006,nonelandslide
412565,0.254,0.0856,0.0367,0.1077,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
413017,2.0808,0.0543,0.0367,2.3333,0.5719,0.2263,0.0183,0.095,0.1678,nonelandslide
416894,2.0808,0.0002,0.0682,0.1077,0.5719,0.2263,0.0183,0.095,0.5389,nonelandslide
425692,2.0808,0.0856,0.0682,0.1077,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
422908,2.0808,0.0002,0.0367,0.2612,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
424027,2.0808,0.0543,0.0682,0.2612,0.5719,0.2263,0.0183,0.3967,0.2815,nonelandslide
424042,2.0808,0.0856,0.0682,0.1077,0.0041,0.2263,0.3149,0.095,0.5389,nonelandslide
424185,2.0808,0.0543,0.0367,0.0362,0.009,0.0005,0.3149,0.095,0.5389,nonelandslide
428095,2.0808,0.0002,0.0682,0.2612,0.1484,0.000932773,0.3149,0.095,0.006,nonelandslide
428997,2.0808,0.0856,0.0367,0.2612,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
427333,2.0808,0.0856,0.0367,0.1077,0.0041,0.2263,0.3149,0.095,0.1678,nonelandslide
428655,2.0808,0.0856,0.0367,0.2612,0.009,0.000932773,0.0183,0.095,0.1678,nonelandslide
432265,2.0808,0.0856,0.0367,0.2612,0.5719,0.2263,0.3149,0.095,0.006,nonelandslide
433401,0.0254,0.0856,0.0682,0.2612,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
440545,2.0808,0.0002,0.0367,0.0362,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
437208,2.0808,0.0002,0.0682,0.2612,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
441837,2.0808,0.0002,0.0682,2.3333,0.009,0.000932773,0.3149,0.3967,0.5389,nonelandslide
442365,2.0808,0.0002,0.0367,0.1077,0.1484,0.000932773,0.3149,0.095,0.5389,nonelandslide
445448,2.0808,0.0856,0.0367,0.2612,0.0041,0.2263,0.3149,0.095,0.5389,nonelandslide
448802,0.254,0.0856,0.0367,0.1801,0.009,0.000932773,0.0183,0.095,0.1678,nonelandslide
449803,2.0808,0.0856,0.0367,0.1077,0.5719,0.000932773,0.3149,0.095,0.0873,nonelandslide
450628,2.0808,0.0856,0.0682,2.3333,0.0041,0.000932773,0.3149,0.3967,0.1678,nonelandslide
452114,0.254,0.0543,0.0682,0.0032,0.009,0.000932773,0.3149,0.2153,0.1678,nonelandslide
453735,0.254,0.0002,0.0367,0.1801,0.0041,0.000932773,0.3149,0.095,0.006,nonelandslide
458071,0.0254,0.0002,0.0367,0.0032,0.5719,0.2263,0.3149,0.095,0.0079,nonelandslide
462547,0.254,0.0856,0.0367,0.1801,0.009,0.000932773,0.3149,0.2153,0.5389,nonelandslide
464352,2.0808,0.0856,0.0367,0.1077,0.5719,0.000932773,0.3149,0.3967,0.0079,nonelandslide
464836,2.0808,0.0856,0.0367,0.1801,0.1484,0.0005,0.3149,0.095,0.006,nonelandslide
464122,2.0808,0.0002,0.0367,0.2612,0.0041,0.000932773,0.3149,0.095,0.5389,nonelandslide
465797,0.0254,0.0002,0.0367,0.2612,0.1484,0.000932773,0.3149,0.095,0.5389,nonelandslide
466355,2.0808,0.0856,0.0682,0.2612,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
466850,2.0808,0.0543,0.0682,0.2612,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
466873,2.0808,0.0856,0.0367,0.1077,0.0041,0.000932773,0.3149,0.095,0.5389,nonelandslide
469007,2.0808,0.0856,0.0682,0.0362,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
472888,2.0808,0.0543,0.0367,0.1077,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
477859,2.0808,0.0856,0.0367,2.3333,0.0041,0.000932773,0.3149,0.095,0.0079,nonelandslide
474055,0.254,0.0002,0.0682,0.2612,0.009,0.000932773,0.3149,0.095,0.1678,nonelandslide
474487,2.0808,0.0002,0.0682,0.0032,0.5719,0.000932773,0.0183,0.095,0.1678,nonelandslide
474570,2.0808,0.0856,0.0367,2.3333,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
476969,2.0808,0.0856,0.0367,0.0032,0.0041,0.000932773,0.3149,0.3967,0.006,nonelandslide
482317,0.0254,0.0002,0.0682,0.0362,0.5719,0.000932773,0.3149,0.2153,0.0873,nonelandslide
482382,2.0808,0.0002,0.0682,0.1801,0.009,0.0174,0.3149,0.095,0.006,nonelandslide
483501,2.0808,0.0856,0.0367,0.0362,0.009,0.0005,0.3149,0.095,0.5389,nonelandslide
489063,2.0808,0.0543,0.0682,0.2612,0.5719,0.000932773,0.3149,0.3967,0.1678,nonelandslide
485687,2.0808,0.0856,0.0682,0.0032,0.1484,0.0005,0.0183,0.095,0.006,nonelandslide
485758,2.0808,0.0002,0.0367,0.2612,0.0041,0.000932773,0.3149,0.3967,0.0873,nonelandslide
490434,2.0808,0.0002,0.0682,0.2612,0.5719,0.000932773,0.0183,0.095,0.1678,nonelandslide
492634,2.0808,0.0543,0.0367,0.0362,0.5719,0.000932773,0.3149,0.095,0.1678,nonelandslide
500591,2.0808,0.0002,0.0682,0.0032,0.5719,0.000932773,0.3149,0.3967,0.2815,nonelandslide
493449,2.0808,0.0002,0.0682,0.0362,0.5719,0.000932773,0.0183,0.3967,0.1678,nonelandslide
495103,2.0808,0.0543,0.0367,0.0362,0.5719,0.000932773,0.3149,0.3967,0.006,nonelandslide
495426,2.0808,0.0856,0.0367,0.0032,0.5719,0.000932773,0.3149,0.095,0.0079,nonelandslide
496013,0.254,0.0856,0.0682,0.0032,0.009,0.000932773,0.3149,0.095,0.1678,nonelandslide
498729,0.0254,0.0354,0.0682,0.1801,0.5719,0.2263,0.3193,0.095,0.5389,nonelandslide
500415,2.0808,0.0543,0.0682,0.2612,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
500025,2.0808,0.0856,0.0367,0.0362,0.009,0.000932773,0.3149,0.3967,0.5389,nonelandslide
503136,2.0808,0.0002,0.0682,0.0362,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
503879,2.0808,0.0002,0.0367,0.2612,0.5719,0.000932773,0.3149,0.3967,0.5389,nonelandslide
505266,2.0808,0.0856,0.0367,0.2612,0.5719,0.000932773,0.3149,0.095,0.006,nonelandslide
506442,2.0808,0.0002,0.0682,0.2612,0.0041,0.000932773,0.3149,0.095,0.5389,nonelandslide
508081,2.0808,0.0856,0.0367,0.2612,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
511016,2.0808,0.0543,0.0367,0.0032,0.5719,0.000932773,0.0183,0.3967,0.0873,nonelandslide
513153,2.0808,0.0856,0.0367,0.1801,0.1484,0.0005,0.0183,0.095,0.1678,nonelandslide
514130,2.0808,0.0856,0.0682,0.1077,0.5719,0.000932773,0.3149,0.095,0.5389,nonelandslide
515270,2.0808,0.0002,0.0682,0.1801,0.009,0.000932773,0.3149,0.095,0.0079,nonelandslide
515703,2.0808,0.0543,0.0682,0.0362,0.5719,0.2263,0.0183,0.095,0.1678,nonelandslide
521982,2.0808,0.0002,0.0367,0.0032,0.1484,0.000932773,0.3149,0.3967,0.1678,nonelandslide
519095,2.0808,0.0856,0.0367,0.1801,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
525174,0.254,0.0856,0.0367,0.1801,0.009,0.000932773,0.0183,0.2153,0.006,nonelandslide
520326,2.0808,0.0002,0.0367,0.0362,0.1484,0.000932773,0.3149,0.095,0.006,nonelandslide
523087,2.0808,0.0002,0.0367,0.0032,0.009,0.000932773,0.3149,0.3967,0.1678,nonelandslide
527280,2.0808,0.0856,0.0682,0.0032,0.5719,0.2263,0.3149,0.095,0.0079,nonelandslide
527490,2.0808,0.0856,0.0367,0.2612,0.0041,0.000932773,0.3149,0.3967,0.0873,nonelandslide
531722,0.0254,0.0856,0.0367,0.1801,0.0041,0.2263,0.3149,0.095,0.0079,nonelandslide
538930,0.254,0.0856,0.0367,0.0362,0.009,0.0174,0.0183,0.2153,0.1678,nonelandslide
540578,0.254,0.0856,0.0367,0.0032,0.009,0.0174,0.0183,0.2153,0.1678,nonelandslide
540674,2.0808,0.0856,0.0367,0.0032,0.5719,0.000932773,0.3149,0.3967,0.0873,nonelandslide
542188,0.254,0.0856,0.0682,0.1801,0.009,0.000932773,0.3193,0.2153,0.1678,nonelandslide
544316,2.0808,0.0856,0.0367,0.2612,0.5719,0.2263,0.3149,0.095,0.006,nonelandslide
543953,2.0808,0.0002,0.0367,0.2612,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
547255,2.0808,0.0002,0.0682,0.0362,0.0041,0.000932773,0.3149,0.3967,0.006,nonelandslide
547790,2.0808,0.0002,0.0367,0.0362,0.009,0.000932773,0.3149,0.095,0.1678,nonelandslide
550507,2.0808,0.0002,0.0367,0.0362,0.009,0.000932773,0.3149,0.095,0.5389,nonelandslide
552583,0.0254,0.0856,0.0367,0.0362,0.5719,0.2263,0.0183,0.095,0.0079,nonelandslide
554786,0.0254,0.0856,0.0367,0.0032,0.009,0.2263,0.0183,0.095,0.5389,nonelandslide
553721,0.254,0.0856,0.0367,0.1801,0.009,0.000932773,0.0183,0.2153,0.0873,nonelandslide
556402,2.0808,0.0543,0.0682,0.2612,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
556978,2.0808,0.0002,0.0682,0.1801,0.009,0.2263,0.0183,0.095,0.006,nonelandslide
557004,0.254,0.0002,0.0682,0.1801,0.009,0.000932773,0.0183,0.2153,0.1678,nonelandslide
567906,2.0808,0.0856,0.0367,0.2612,0.5719,0.2263,0.3149,0.095,0.5389,nonelandslide
574555,2.0808,0.0002,0.0682,0.2612,0.1484,0.000932773,0.3149,0.095,0.5389,nonelandslide
571283,0.254,0.0856,0.0682,0.0032,0.009,0.000932773,0.3149,0.2153,0.006,nonelandslide
575638,0.0254,0.0856,0.0367,0.2612,0.009,0.000932773,0.0183,0.095,0.5389,nonelandslide
576181,0.0254,0.0002,0.0682,0.0362,0.0041,0.2263,0.3149,0.095,0.0079,nonelandslide
